id,title,uri,Grading,Internal Comment, Number,Address,City,Postcode, Country,Email Address,About,Display Centre, Store Address,Publish Date,Sells Cladding,Sells Decking,Lat,Lng,Telephone Number,Telephone Number 2,Key Distributor,Premier Distributor,Approved Installer,Type of Installer,Website
230,Castle Landscapes,/location/castle-landscapes,,,"37 Forge Close,",Holmer Green,High Wycombe,HP15 6PY,United Kingdom,leigh@castlelandscapesltd.co.uk,,Off,United Kingdom,,Off,Off,51.6634355,-0.6938779,7877600117,,,,1,Approved Installer,
231,A Jewell Garden and Landscaping,/location/a-jewell-garden-and-landscaping,,,10 Woodland Close,Silverwood Heights,Barnstaple,EX32 0EG,United Kingdom,a_jewell@btinternet.com,"A Jewell Garden and Landscaping specialises in providing a wide range of reliable, high-quality gardening and landscaping services to clients in Barnstaple and surrounding areas. We cover all areas of gardening, soft landscaping, and hard landscaping, using our 15 years of experience to deliver an exceptional service to every client, no matter the size of your garden or the scale of your requirements. Whether you are looking for a complete garden rebuild, or simply some friendly advice, A Jewell Garden and Landscaping has the skills and experience to provide you with a bespoke service that meets all your unique needs.",Off,United Kingdom,,Off,Off,51.0856097,-4.0439299,7872564328,,,,1,Approved Installer,
232,Proline Fencing and Decking,/location/proline-fencing-and-decking,,,Unit 8,Cheynes Park,Romsey,SO51 6AF,United Kingdom,enquiries@prolinefencinganddecking.co.uk,"Proline Fencing and Decking Ltd is a family business established for over 1 years, we have a strong reputation with our clients and work hard to ensure we deliver high levels of customer care as well as high quality workmanship. We work throughout Southampton and surrounding Hampshire areas and are highly experienced in all types of decking, fencing and landscape work.",Off,United Kingdom,,Off,Off,50.9473116,-1.5381899,023 8081 2232,,,,1,Approved Installer,https://www.prolinefencinganddecking.co.uk
233,Active Surfaces - Yorkshire,/location/active-surface,,,"2 Exeter Street,",New Vilage Road,East Riding,HU16 4LU,United Kingdom,activesurfaces@gmail.com,"Active Surfaces Ltd is a Landscaping Company specializing in Artificial Grass, Resin Driveways and Paths, Millboard Decking and Golf Surfaces. We are based in Cheshire but we can cover all over the UK. We can help create you youre perfect garden. Our team will provide out customers with the highest standard of work from the design process through to the finished project. We have over 12 years of experience and our teams are highly qualified professionals. We use only the best products on the market that have been tried and tested.",Off,United Kingdom,,Off,Off,53.7832939,-0.4058707,7792160758,,,,1,Approved Installer,
234,Benchstop,/location/benchstop,,,Unit 1,Manner Farm,Dalscote,NN12 8QG,United Kingdom,phil@bench-stop.com,,Off,United Kingdom,,Off,Off,52.1813787,-0.9988856,7966081019,,,,1,Approved Installer,
235,The Hertfordshire Decking Specialists,/location/the-hertfordshire-decking-specialists,,,Wyndmere House,Ashwell Road,Steeple Morden,SG8 0NZ,United Kingdom,admin@hertsdeckingspecialists.com,"We are an established company with over 12 years of experience covering Hertfordshire and surrounding home counties. Using our wealth of knowledge and expertise, we design and install bespoke decks that are tailored to meet your requirements.",Off,United Kingdom,,Off,Off,52.0605496,-0.1277001,7712805611,,,,1,Approved Installer,https://www.hertsdeckingspecialists.com
236,The London Decking Company - Wallington,/location/london-decking-1,,,"Unit 5, Sutton Business Park",Restmor Way,London,SM6 7AH,United Kingdom,info@londondeckingcompany.co.uk,The London Decking company is a family run business which has been operating in London & the South East for over 15 years. We specialize in all aspects of deck building & landscaping work from small residential decks to large commercial projects. We operate out of 5 depots in and around London allowing us to undertake all aspects of work in the South East. Our teams of skilled certified installers are all directly employed by London Decking so we can manage and oversee all work being completed and ensure our workmanship and quality are of the highest levels.,Off,United Kingdom,,Off,Off,51.3748973,-0.1570014,2082000882,,,,1,Approved Installer,https://www.londondeckingcompany.co.uk/composite-decking.html
237,Clearview Decking,/location/clearview-decking,,,1,Claremount Road,Wallasey,CH44 2BN,United Kingdom,robert.berriman@sky.com,,Off,United Kingdom,,Off,Off,53.4204276,-3.0592091,07946 337 595,,,,1,Approved Installer,http://www.clearviewdecking.co.uk
238,The London Decking Company - Windlesham,/location/london-decking-2,,,New Road,,Windlesham,GU20 6BJ,United Kingdom,info@londondeckingcompany.co.uk,The London Decking company is a family run business which has been operating in London & the South East for over 15 years. We specialize in all aspects of deck building & landscaping work from small residential decks to large commercial projects. We operate out of 5 depots in and around London allowing us to undertake all aspects of work in the South East. Our teams of skilled certified installers are all directly employed by London Decking so we can manage and oversee all work being completed and ensure our workmanship and quality are of the highest levels.,Off,United Kingdom,,Off,Off,51.36480295,-0.674028397,2082000882,,,,1,Approved Installer,https://www.londondeckingcompany.co.uk/composite-decking.html
239,Room Outside,/location/room-outside,,,48 Merthyr Road,Merthyr Road,Pontypridd,CF37 4DD,United Kingdom,danenglish01@me.com,,Off,United Kingdom,,Off,Off,51.60671,-3.3315402,07890 371890,,,,1,Approved Installer,
240,Oakleaf Building Contractors,/location/oakleaf-building-contractors,,,Annedd Glasllwich Lane,Glasllwch Lane,Newport,NP20 3PT,United Kingdom,oakleafbc@gmail.com,"Oakleaf building contractors have been specialising in new build houses and extensions in South Wales since 2000. We are a team of 7 including carpenters, groundworkers, bricklayers and labourers. The business is run by a Father and Son duo, Steve and Tom Vickery, who are both experienced carpenters with a combined 50 years in the industry. We have completed numerous new build projects from single houses to a site of 5 houses. The team are also extremely experienced in decking with 3 carpenters on the team that now specialise only in Millboard decking.",Off,United Kingdom,,Off,Off,51.5813446,-3.0314239,7940733128,,,,1,Approved Installer,
241,LCM Construction ( Inchinnan) Ltd,/location/lcm-construction-inchinnan-ltd,,,22,Greenhead Road,Inchinnan,PA4 9QY,United Kingdom,scott@lcmconstruction.co.uk,,Off,United Kingdom,,Off,Off,55.889963,-4.4393352,07803 611889,,,,1,Approved Installer,
242,IJ Street Gardens,/location/ij-street-gardens,,,16 Gammon Close,Hedge End,Southampton,SO30 2JS,United Kingdom,info@ijstreet.co.uk,"We are a family run business with over 25 years' experience in landscaping. We design and build gardens throughout Hampshire and have excellent customer feedback on all our projects. We lay patios, build decks, install ponds, drives, lay lawns... and carry out planting too, as we are qualified in horticulture.",Off,United Kingdom,,Off,Off,50.9286053,-1.3067396,01489 797 922,,,,1,Approved Installer,
243,DSW Projects Ltd,/location/dsw-projects,,,3,Byford Close,Rayleigh,SS6 8EN,United Kingdom,derek@dswprojects.co.uk,,Off,United Kingdom,,Off,Off,51.5905519,0.6165149,7792518798,,,,1,Approved Installer,
244,Mike Steele,/location/mike-steele,,,26 Treelands Close,Treelands Close,Cheltenham,GL53 0DF,United Kingdom,atcheltenham@gmail.com,,Off,United Kingdom,,Off,Off,51.8802948,-2.0758443,7854600923,,,,1,Approved Installer,
245,Hockley Carpentry and Construction,/location/hockley-carpentry-and-construction,,,15 Caernarvon Close,Caernarvon Close,Hockley,SS5 4XH,United Kingdom,info@hockleyconstruction.com,"Local qualified tradesmen you can trust
‘we provide honest and reliable advice’
We are Millboard approved installers for composite decking
Our aim is to make minimal disruption but maximum affect with our years of experience and knowledge…
‘we are passionate about what we do’
Please call our friendly team today for free advice and estimates.",Off,United Kingdom,,Off,Off,51.6051542,0.6499089,7879632871,,,,1,Approved Installer,http://www.hockleyconstruction.com/
246,Harlow Garden Services,/location/harlow-garden-services,,,Unit 9,Eastwick Hall Farm,Harlow,CM20 2RA,United Kingdom,info@harlowgardenservices.co.uk,"We at Harlow garden services are a Landscape design and build organization based on the Essex/Hertfordshire border. A Writtle college qualified company having been established for over 15 years we offer a wide spectrum of garden works.
We have worked with Millboard on numerous projects, all having their own bespoke design elements and construction challenges. Being on the Millboard approved installer scheme we are fluent in how the product works and it is best used. Also we achieved an award with Millboard in 2018.",Off,United Kingdom,,Off,Off,51.79863682,0.073646724,1992524736,7702543577,,,1,Approved Installer,
247,Amax Landscapes,/location/amax-landscapes,,,75,Butterys,Southend on Sea,SS1 3DT,United Kingdom,gardens@amaxlandscapes.co.uk,,Off,United Kingdom,,Off,Off,51.5386635,0.7419062,07808 777928,,,,1,Approved Installer,https://www.amaxlandscapes.com
248,Shade Landscapes - Northampton,/location/shade-gardens,,,3 Pilgrims Place,Pilgrims Place,Northampton,NN4 8NX,United Kingdom,shade.gardenstructures@gmail.com,"We are Shade Landscapes, a family business run by two brothers; both highly experienced carpenters and visionaries when it comes to bespoke garden design, unique structures, attention to detail and honest hard work.
As Approved installers for Millboard we have laid many miles of decking and enjoy the art of creating a unique outdoor space, pleasing to the eye, and satisfying to every customer. Whether it be building bespoke structures such as gazebos, pergolas and water features, or by refreshing an old patio with a fantastic raised deck, we take pride in finishing every detail to the very highest quality.",Off,United Kingdom,"Mon, 03/18/2024 - 09:27",Off,Off,52.2219263,-0.8988521,07795 382801,,,,1,Approved Installer,https://www.shadelandscapes.com
249,Cobham Court Landscaping,/location/cobham-court-landscaping,,,"Bailiffs Cottage,",Cobham Court Farm,Cobham,KT11 3LW,United Kingdom,info@cobhamcourtlandscaping.co.uk,,Off,United Kingdom,,Off,Off,51.325081,-0.4213231,7769898634,,,,1,Approved Installer,https://www.cobhamcourtlandscaping.co.uk/
250,Decking Design,/location/decking-design,,,12,Shakespeare Avenue,Egremont,CA22 2HF,United Kingdom,miro.timko@decking-design.co.uk,"We are an award-winning, family run business in Cumbria, specialising in the supply and installation of high-quality decking products. We put the customer at the centre of everything we do, ensuring that they are involved with each stage of the design and construction process. We specialise in innovative designs and work to the highest specification regardless of how large or small your project is. All work is carried out by our own craftsmen, and we work hard to ensure every single customer is delighted with their new deck before we consider the job finished. Concept - Construction - Completion!",Off,United Kingdom,,Off,Off,54.4813296,-3.538527,7933332453,,,,1,Approved Installer,
251,Willowbrook Landscapes,/location/willowbrook-landscapes,,,11 Hillside Drive,Longeaton,Nottingham,NG10 1EJ,United Kingdom,stephen@willowbrooklandscapes.co.uk,,Off,United Kingdom,,Off,Off,52.8896009,-1.2746628,7778499250,,,,1,Approved Installer,
252,Acacia Gardens,/location/acacia-gardens,,,483,"Green Lanes, Palmers Green",London,N13 4BS,United Kingdom,info@acacia-gardens.co.uk,,Off,United Kingdom,,Off,Off,51.6223113,-0.1059094,2088003866,,,,1,Approved Installer,https://acacia-gardens.co.uk/
253,Ruperts Landscapes,/location/ruperts-landscapes,,,Childwickbury Goats,Childwickbury,St Albans,AL3 6JX,United Kingdom,info@rupertslandscapes.co.uk,"Landscaping and building gardens covers a wide range of skills of which we offer all. This means that from the first consultation and design right through to the tidying up, you are dealing with one company.
The installation of paths, fences, ponds, lawns, artificial grass, planting, patios, driveways, pergolas, decking, seasonal essentials or sometimes an area of your garden that may just need some attention, is all done under one roof.
Please contact us for a free consultation and a quote for your personal requirements.",Off,United Kingdom,,Off,Off,51.772,-0.356,07767 313122,,,,1,Approved Installer,https://www.rupertslandscapes.co.uk/
254,Art Form,/location/art-form,,,34,Middle Meadow,Chalfont St Giles,HP8 4QS,United Kingdom,artytalk@hotmail.co.uk,,Off,United Kingdom,,Off,Off,51.6281113,-0.5708657,7525752018,,,,1,Approved Installer,
255,GRK Landscaping Ltd,/location/grk-build,,,5,Hillyard Road,Southam,CV47 0LA,United Kingdom,grklandscapingltd@outlook.com,,Off,United Kingdom,,Off,Off,52.2560729,-1.3973753,07949 079271,,,,1,Approved Installer,http://www.grkbuild.co.uk/
256,McCombe Decking Ltd,/location/mccombe-decking-ltd,,,Bickleigh Farm,Bickleigh Lane,Totnes,TQ9 7HZ,United Kingdom,mccombedeckingltd@gmail.com,"Established in 1998, McCombe Decking Ltd are a family run business with a hard earned reputation. We specialise in high quality composite decking and bombproof glass balustrades. We spend most of our time in the coastal towns of the South Hams, but serve all of Devon and Cornwall. We have been working with Millboard for over 12 years and are proud to be approved installers. Contact us today for a friendly and professional, no obligation estimate.",Off,United Kingdom,,Off,Off,50.3752988,-3.7132619,01803 732 455,,,,1,Approved Installer,
257,Strata Garden Design and Landscaping,/location/strata-garden-design-and-landscaping,,,43,E Cliff Road,Tunbridge Wells,TN4 9AG,United Kingdom,info@stratalandscapes.co.uk,,Off,United Kingdom,,Off,Off,51.110827,0.4547561,7759024515,,,,1,Approved Installer,http://www.stratalandscapes.co.uk/
258,Decksterity Ltd,/location/decksterity-ltd,,,"24 Manor Road,",Havelins,Blandford,DT11 8TQ,United Kingdom,decksterityuk@aol.com,At Decksterity we have been designing and installing all types of decking for over twenty years and using Millboard from its very early days. In that time we have seen many changes in the industry with composite becoming far more popular and more recently a move over to a non timber frame.,Off,United Kingdom,,Off,Off,50.885369,-2.200349,07870 393 185,01258 452 710,,,1,Approved Installer,
259,Living Outside,/location/living-outside,,,14,Poole Road,Wimborne,BH21 1QG,United Kingdom,admin@livingoutsideltd.co.uk,,Off,United Kingdom,,Off,On,50.7939494,-1.980022788,01202 797 211,,,,1,Approved Installer,
260,Carrick Landscapes Ltd,/location/carrick-landscapes-ltd,,,"Unit 1 Park Road Industrial Estate,",Park Road,Swanley,BR8 8AH,United Kingdom,enquiries@carricklandscapes.com,,Off,United Kingdom,,Off,Off,51.3958582,0.1794054,07703 522 565,,,,1,Approved Installer,
261,All on Deck,/location/all-on-deck-1,,,28 Chattern Road,Feltham Road,Ashford,TW15 1AS,United Kingdom,libby@allondeck.co.uk,,Off,United Kingdom,,Off,Off,51.433376,-0.4414458,01342 841500,,,,1,Approved Installer,https://www.allondeck.co.uk/
262,FDP Services,/location/fdp-services,,,24,Balmoral Avenue,Stanford le Hope,SS17 7BD,United Kingdom,fdpservices1@gmail.com,"FDP Services is a family run business based in Stanford-le-Hope, Essex. We have over 15 years' experience in the industry and strive to provide a quality customer service delivered to the highest standard. At FDP Services, we undertake a wide range of landscaping services; we are specialists in Millboard Composite Decking and Timber Decking, Block paving, Artificial grass, Composite Fencing, Timber Fencing and Patios. Our landscaping services are based on simple but beautiful designs including Full garden Projects, basic landscaping necessities such as turfing and fencing. Our team of landscapers have a wide range of skills and attributes that ensure we have the right person for every job. FDP Services ' For all your landscaping projects.",Off,United Kingdom,,Off,Off,51.524008,0.43795,1375640540,,,,1,Approved Installer,https://www.fdpservices.co.uk
263,Foremost Decking,/location/foremost-decking,,,30 Chatsworth Crescent,,Ipswich,IP2 9BY,United Kingdom,foremostdecking@aol.com,,Off,United Kingdom,,Off,Off,52.0401932,1.1385468,07957 872356,,,,1,Approved Installer,
264,South West Garden Rooms,/location/mian-landscaping,,,4a,Copse Close,Plymouth,PL7 1QD,United Kingdom,info@southwestgardenrooms.co.uk,,Off,United Kingdom,,Off,Off,50.385029,-4.0592829,7427636550,,,,1,Approved Installer,https://www.southwestgardenrooms.co.uk/
265,Alpine Decking,/location/alpine-decking,,,41,Lawrence Road,St Agnes,TR5 0XQ,United Kingdom,alpinedecking@yahoo.co.uk,,Off,United Kingdom,,Off,Off,50.3093123,-5.2074081,01872 554 416,07811 203 177,,,1,Approved Installer,
266,Proud Gardens,/location/proud-gardens,,,23,Mardon Road,Birmingham,B26 3ER,United Kingdom,enquiries@proudgardens.co.uk,"We are experts in our field! Specialising in low maintenance gardens using some of the best products in each sector, so every project is completed to a very high standard. We are based in Solihull, Birmingham and Tamworth and undertake a variety of landscaping projects for residential properties and commercial buildings all over the West Midlands. Our professionalism, standard of work and customer service is recognised highly in our industry with our outstanding 5* reviews. Every job is undertaken by our own team so you can expect a personal experience from start to finish.",Off,United Kingdom,,Off,Off,52.4494762,-1.7828373,07399 436 894,0121 7222141,,,1,Approved Installer,https://www.proudgardens.co.uk/
267,Bespoke Deckings - Bury,/location/bespoke-deckings-1,,,Unit 1,Taylor Street Industrial Estate,Bury,BL9 6DT,United Kingdom,brian@bespokedeckings.co.uk,"Bespoke Deckings is a family run company located in the North West, Bury. We take great pride and care in the installations and projects we do that are always to the highest standard. We have a team of approved installers who aim to turn your dreams into a reality whilst ensuring a safe and low maintenance outside space for you to enjoy for many years.Bespoke Deckings enjoy a challenge and are pleased to be part of Millboard's growth and success.",Off,United Kingdom,,Off,Off,53.598719,-2.287118,0161 300 0119,07718 782 436,,,1,Approved Installer,https:/www.bespokedeckings.co.uk
268,Eden Landscapes,/location/eden-landscapes,,,"Pughs Garden Village,","Port Road, Wenvoe",Cardiff,CF5 6AD,United Kingdom,edenenquiries@hotmail.com,"20 years Established landscaping company covering the Cardiff and Vale of Glamorgan. Specialists in Garden makeovers from concept to construction. We pride ourselves on completing projects to a high standard and providing good customer service throughout. Our team are all employed, friendly, enthusiastic and dedicated with a wealth of experience.",Off,United Kingdom,,Off,Off,51.4797122,-3.2816463,029 2059 7365,,,,1,Approved Installer,https://www.edenlandscapes.ltd.uk
269,Anderson Landscaping,/location/anderson-landscaping,,,14,Barnes Street,Barrhead,G78 1QN,United Kingdom,colin@andersonlandscaping.co.uk,,Off,United Kingdom,,Off,Off,55.80114238,-4.399809587,0141 881 5997,,,,1,Approved Installer,
270,R & D De Jersey,/location/r-d-dejersey,,,Unit 15,Barras Commercial Centre,Vale,GY6 8EJ,United Kingdom,info@rddejersey.com,,Off,United Kingdom,,Off,Off,49.476452,-2.5677583,01481 259138,07781 406239,,,1,Approved Installer,
271,All on Deck - Horley,/location/all-on-deck,,,77,Povey Cross Road,Horley,RH6 0AE,United Kingdom,sales@allondeck.co.uk,"With many years' experience, our team are always on hand to provide insightful knowledge and opinions to enable our customers to enjoy their dream outside space. We pride ourselves on excellent customer service, from design to completion and beyond. At All on deck, we always select the materials most suited to the setting, usage and budget. The design process caters for all individual needs and is specifically tailored to the customers' requirements. Attention to detail is key.",Off,United Kingdom,,Off,Off,51.166568,-0.1817201,01342 841500,,,,1,Approved Installer,
272,Urban Earth SW,/location/urban-earth-sw,,,8 Pankhurst Close,Pankhurst Close,Exmouth,EX8 2RN,United Kingdom,nicky@urban-earth.co.uk,,Off,United Kingdom,,Off,Off,50.6240692,-3.3813546,01395 260168,,,,1,Approved Installer,
273,Landscapia,/location/landscapia,,,"Suite No.2, Centre Court",Vine Lane,Halesowen,B63 3EB,United Kingdom,sales@landscapia.co.uk,"We are an award winning landscape design and build company based in Hagley, West Midlands with over 20 years experience in the landscaping sector. With a wealth of knowledge and expertise we design bespoke gardens that are tailored to meet your requirements. Quality and customer service are very important to us and that is why we have so many happy customers and an impressive portfolio of work. We are fully insured and all work is guaranteed for 12 months giving you that extra peace of mind.",Off,United Kingdom,,Off,Off,52.4411555,-2.0993445,0121 5502364,,,,1,Approved Installer,
274,NP Garden & Landscaping Services,/location/np-garden-landscaping-services,,,14 Waterton Close,Waterton Close,Bridgend,CF31 3YE,United Kingdom,gardenandlandscapeservices@googlemail.com,,Off,United Kingdom,,Off,Off,51.4972963,-3.5421239,07989 477596,,,,1,Approved Installer,
275,Emotive Landscapes,/location/emotive-landscapes,,,"Roseware Cottage,",Badgeworth Lane,Cheltenham,GL51 4UJ,United Kingdom,Guy@emotivelandscapes.co.uk,,Off,United Kingdom,,Off,Off,51.8678904,-2.133031,1242863861,,,,1,Approved Installer,
276,Thames Valley Landscapes,/location/thames-valley-landscapes,,,12 In the Ray,In the Ray,Maidenhead,SL6 8DH,United Kingdom,ask@tvlandscapes.co.uk,"Thames Valley Landscapes have been landscaping gardens and commercial projects all over the Thames Valley for over 20 years. From concept through design and into installation, we offer a wide range of landscaping to fit all gardens and commercial grounds. We have the ideas, skills and tools to transform your garden into your ideal living space. Whether you require a simple decking installation/ replacement or a complete garden redesign and construction we can offer you a complete, high-quality service to suit you.",Off,United Kingdom,,Off,Off,51.5288162,-0.7051637,1628629720,,,,1,Approved Installer,
277,Dyson Contracting,/location/dyson-contracting,,,"7 West Horton Lane,",Bishopstoke,Eastleigh,SO50 8LS,United Kingdom,andy@dysoncontractingltd.co.uk,"Dyson Contracting Ltd are a fit out company that take pride in all work carried out. We have been installing Millboard Decking for over 5 years at prestigious locations as well as domestic installation. From Jetties to boat docks, large and small installaions.Only skilled carpenters carryout installations.",Off,United Kingdom,,Off,Off,50.9635519,-1.3223963,7860524525,,,,1,Approved Installer,
278,Conquest Creative Spaces,/location/conquest-creative-spaces,,,3,Barnmead,Haywards heath,RH16 1UY,United Kingdom,info@conquestspaces.co.uk,,Off,United Kingdom,,Off,Off,51.0107501,-0.1066103,7747177544,,,,1,Approved Installer,https://conquestspaces.co.uk/
279,Jack Drewe,/location/jack-drewe,,,Lower Cross Farm,Blewbury Road,East Hagbourne,OX11 9LF,United Kingdom,info@jdrewelandscaping.co.uk,"Based in Didcot, South Oxfordshire, J Drewe Landscaping ltd has been building beautiful gardens since 2012. The company now covers Oxfordshire and Berkshire and has twelve employees. We specialise in design and build projects, but are equally as happy working as a contractor for garden designers or developers.",Off,United Kingdom,,Off,Off,51.59151,-1.2327221,7900987407,,,,1,Approved Installer,
280,Wild Wood Installations Ltd,/location/wild-wood-installations-ltd,,,New House Farm,Northiam,Rye,TN31 6JL,United Kingdom,Jolene@wildwoodmayfield.co.uk,"Wild Wood Installations is a family run business covering South East and Kent for decking installations. Over the last 11 years, we have been specializing in the composite decking industry, installing in both residential homes and in the commercial building industry. We specialise in roof top terraces, tiered gardens, and steel frame sun terraces. We also supply and install aluminum and glass balustrading to complete our bespoke decking designs. To assist you further, our services include site surveys, product presentations and full decking designs. We can create a beautiful space that will bring your outside living area to life.",Off,United Kingdom,,Off,Off,50.9672455,0.5750098,01892 726228,,,,1,Approved Installer,
281,Love Building And Carpentry,/location/love-building-and-carpentry,,,71 Marshall Avenue,Marshall Avenue,Bognor Regis,PO21 2TR,United Kingdom,lovebuilding@hotmail.co.uk,"We are Love Building and Carpentry Limited. Simon love the owner and Director of the company started life as a carpenter and then moved on to being a carpentry contractor, then finally a builder and developer. The work we do is fairly diverse but our roots will always be in the carpentry world. We have a dedicated team who share a desire to do as good a job as humanly possible with a confident and pleasant attitude on site.",Off,United Kingdom,,Off,Off,50.788307,-0.686854,07870 210 607,,,,1,Approved Installer,
282,The London Decking Company - Middlesex,/location/london-decking,,,Greenhouse Garden Centre,Birchen Grove,London,NW9 8RY,United Kingdom,info@londondeckingcompany.co.uk,The London Decking company is a family run business which has been operating in London & the South East for over 15 years. We specialize in all aspects of deck building & landscaping work from small residential decks to large commercial projects. We operate out of 5 depots in and around London allowing us to undertake all aspects of work in the South East. Our teams of skilled certified installers are all directly employed by London Decking so we can manage and oversee all work being completed and ensure our workmanship and quality are of the highest levels.,Off,United Kingdom,,Off,Off,51.567244,-0.259154,020 8200 0882,07855 384 987,,,1,Approved Installer,https://www.londondeckingcompany.co.uk/composite-decking.html
283,Kingfisher Decking,/location/kingfisher-decking,,,33,Redford Road,Windsor,SL4 5ST,United Kingdom,sales@kingfisherdecking.co.uk,"Kingfisher Decking is a family driven business and is managed by Rob and Ricky Jones. Started in the late 90s, the company has continued to expand year on year to become probably the best known and respected decking company in the south east. Their aim is to provide value for money whilst still maintaining the highest possible standards. Between them they have over 50 years of experience in the construction industry and consequently whatever issues arise during the project, they have the solutions. The real difference between Kingfisher Decking and its competitors is their dedication to achieving total customer satisfaction, their motto is, we're only happy when you're delighted.",Off,United Kingdom,"Wed, 03/13/2024 - 16:20",Off,Off,51.483,-0.6527,01753 901733,,,,1,Approved Installer,https://www.kingfisherdecking.co.uk
284,DM Decking,/location/dm-decking,,,Unit 5A,Bandeath Industrial Estate,Stirling,FK7 7NP,United Kingdom,enquiries@dmdecking.co.uk,,Off,United Kingdom,,Off,Off,56.1031142,-3.8461342,01786 450936,,,,1,Approved Installer,https://www.dmdecking.co.uk
