id,title,uri,Grading,Internal Comment,Number,Address,City,Postcode,Country,Email Address,About,Display Centre,Store Address,Publish Date,Sells Cladding,Sells Decking,Lat,Lng,Telephone Number,Telephone Number 2,Key Distributor,Premier Distributor,Approved Installer,Type of Installer/Distributor,Website
1066,Huws Gray Ltd,/location/huws-gray-ltd-9,Gold,,The Building Centre,Birkenhead Road,Seacombe,CH44 7JN,United Kingdom,seacombe@huwsgray.co.uk,,Off,"The Building Centre
Birkenhead Road
Seacombe
CH44 7JN
United Kingdom","Thu, 02/22/2024 - 17:58",Off,On,53.4051898,-3.0212097,01516 305550,,1,,,KEY Distributor,http://www.huwsgray.co.uk
1067,Huws Gray Ltd,/location/huws-gray-ltd-10,Gold,,Station Approach,Pasture Road,Moreton,CH46 8SD,United Kingdom,moreton@huwsgray.co.uk,,Off,"Station Approach
Pasture Road
Moreton
CH46 8SD
United Kingdom","Thu, 02/22/2024 - 17:58",Off,On,53.4070629,-3.1142955,01516 782888,,1,,,KEY Distributor,http://www.huwsgray.co.uk
1068,Huws Gray Ltd,/location/huws-gray-ltd-11,Gold,,Lon Groes,Gaerwen Industrial Estate,Gaerwen,LL60 6HR,United Kingdom,showroom@huwsgray.co.uk,,Off,"Lon Groes
Gaerwen Industrial Estate
Gaerwen
LL60 6HR
United Kingdom","Thu, 02/22/2024 - 18:00",Off,On,53.2211844,-4.2836797,01248 421421,,1,,,KEY Distributor,http://www.huwsgray.co.uk
1069,Huws Gray Ltd,/location/huws-gray-ltd-11,Gold,,Llangefni Industrial Estate,,Llangefni,LL77 7JA,United Kingdom,truss1@huwsgray.co.uk,,Off,"Llangefni Industrial Estate
Llangefni
LL77 7JA
United Kingdom","Thu, 02/22/2024 - 18:01",Off,On,53.2518239,-4.3061497,01248 750160,,1,,,KEY Distributor,http://www.huwsgray.co.uk
1070,Huws Gray Ltd,/location/huws-gray-ltd-12,Gold,,Turkey Shore Road,Turkey Shore Road,Holyhead,LL65 2HN,United Kingdom,holyhead@huwsgray.co.uk,,Off,"Turkey Shore Road
Turkey Shore Road
Holyhead
LL65 2HN
United Kingdom","Thu, 02/22/2024 - 18:00",Off,On,53.3096077,-4.6252359,01407 762585,,1,,,KEY Distributor,http://www.huwsgray.co.uk
1071,Huws Gray Ltd - Llangefni,/location/huws-gray-ltd---llangefni,Gold,,Bridge Street,Bridge Street,Llangefni,LL77 7HL,United Kingdom,llangefni@huwsgray.co.uk,"At Huws Gray the aim is to be the customer's one-stop shop; they cover all the bases from below-ground drainage products to bricks and blocks, doors, windows,roofing and landscaping materials.",Off,"Bridge Street
Bridge Street
Llangefni
LL77 7HL
United Kingdom","Fri, 02/23/2024 - 08:36",Off,On,53.2551856,-4.3048014,01248 750227,,1,1,,"KEY Distributor, Premier Distributor",http://www.huwsgray.co.uk
1072,Huws Gray Ltd Dyffryn,/location/huws-gray-ltd-dyffryn,Gold,,Dyffryn Ardudwy,Fron Hyfryd,Dyffryn,LL44 2DH,United Kingdom,dyffryn@huwsgray.co.uk,,Display Center,"Dyffryn Ardudwy
Fron Hyfryd
Dyffryn
LL44 2DH
United Kingdom","Fri, 02/23/2024 - 08:40",Off,On,52.7887931,-4.0966766,01341 242010,,1,,,KEY Distributor,http://www.huwsgray.co.uk
1073,"Huws Gray Mabgate, Leeds","/location/huws-gray-mabgate,-leeds",Gold,,83 - 85,Skinner Lane,Leeds,LS7 1AX,United Kingdom,leedsmabgate@huwsgray.co.uk,,Off,"83 - 85 
Skinner Lane
Leeds
LS7 1AX
United Kingdom","Fri, 02/23/2024 - 09:27",Off,On,53.8036913,-1.530324,0113 234 1622,,,,,,https://www.huwsgray.co.uk/
1074,Huws Gray Market Weighton,/location/huws-gray-market-weighton,Gold,,York Road,Market Weighton,York,YO43 3GA,United Kingdom,marketweightonmanager@huwsgray.co.uk,,Off,"York Road
Market Weighton
York
YO43 3GA
United Kingdom","Fri, 02/23/2024 - 09:27",Off,On,53.8685496,-0.6772985,01430 872 017,,1,,,KEY Distributor,https://www.huwsgray.co.uk/
1075,Huws Gray Minera,/location/huws-gray-minera,Gold,,Ruthin Road,Ruthin Road,Minera,LL11 3RD,United Kingdom,minera@huwsgray.co.uk,,Off,"Ruthin Road
Ruthin Road
Minera
LL11 3RD
United Kingdom","Thu, 02/22/2024 - 17:59",Off,On,53.0604847,-3.078768,01978 759516,,1,,,KEY Distributor,http://www.huwsgray.co.uk
1076,Huws Gray Newport,/location/huws-gray-newport,Gold,,Audley Avenue Indutrial Estate,Audley Avenue,Newport,TF10 7BX,United Kingdom,newport@huwsgray.co.uk,,Off,"Audley Avenue Indutrial Estate
Audley Avenue
Newport
TF10 7BX
United Kingdom","Thu, 02/22/2024 - 18:05",Off,On,52.7636833,-2.361838,01952 810038,,1,,,KEY Distributor,http://www.huwsgray.co.uk
1077,Huws Gray Porthmadog,/location/huws-gray-porthmadog,Gold,,Unit D  Penamser Business Park,Penamser Road,Porthmadog,LL49 9GB,United Kingdom,porthmadog@huwsgray.co.uk,,Off,"Unit D Penamser Business Park
Penamser Road
Porthmadog
LL49 9GB
United Kingdom","Thu, 02/22/2024 - 18:00",Off,On,52.9305737,-4.1439373,01766 515800,,1,,,KEY Distributor,http://www.huwsgray.co.uk
1078,Huws Gray Prestatyn,/location/huws-gray-prestatyn,Gold,,Shore Road,Bethesda Street,Prestatyn,LL19 9ST,United Kingdom,prestatyn@huwsgray.co.uk,,Off,"Shore Road
Bethesda Street
Prestatyn
LL19 9ST
United Kingdom","Thu, 02/22/2024 - 18:00",Off,On,53.3413717,-3.366632,01745 889144,,1,,,KEY Distributor,http://www.huwsgray.co.uk
1079,Huws Gray Queensferry,/location/huws-gray-queensferry,Gold,,Express Way,Station Road,Queensferry,CH5 2TE,United Kingdom,queensferry@huwsgray.co.uk,,Off,"Express Way
Station Road
Queensferry
CH5 2TE
United Kingdom","Thu, 02/22/2024 - 17:58",Off,On,53.2090524,-3.017482,01244 823947,,1,,,KEY Distributor,http://www.huwsgray.co.uk
1080,Huws Gray Shrewsbury,/location/huws-gray-shrewsbury,Gold,,292 Monkmoor Road,Monkmoor Road,Shrewsbury,SY2 5TF,United Kingdom,shrewsbury@huwsgray.co.uk,,Off,"292 Monkmoor Road
Monkmoor Road
Shrewsbury
SY2 5TF
United Kingdom","Thu, 02/22/2024 - 18:06",Off,On,52.7197455,-2.719693,01743 235888,,1,,,KEY Distributor,http://www.huwsgray.co.uk
1081,Huws Gray St Helens,/location/huws-gray-st-helens,Gold,,Huws Gray,Clock Face Road,St Helens,WA9 4LA,United Kingdom,sthelens@huwsgray.co.uk,,Off,"Huws Gray
Clock Face Road
St Helens
WA9 4LA
United Kingdom","Fri, 02/23/2024 - 09:26",Off,On,53.4254484,-2.7238708,01744 812333,,1,,,KEY Distributor,http://www.huwsgray.co.uk
1082,Huws Gray Stoke on Trent,/location/huws-gray-stoke-on-trent,Gold,,Stallington Road,Stallington Road,Stoke on Trent,ST11 9PD,United Kingdom,stoke@huwsgray.co.uk,,Off,"Stallington Road
Stallington Road
Stoke on Trent
ST11 9PD
United Kingdom","Thu, 02/22/2024 - 18:09",Off,On,52.9636822,-2.0665968,01782 394576,,,,,,http://www.huwsgray.co.uk
1083,Huws Gray Tywyn,/location/huws-gray-tywyn,Gold,,Pendre Industrial Estate,Tai Pendre Brook Street,Tywyn,LL36 9LW,United Kingdom,tywyn@huwsgray.co.uk,,Off,"Pendre Industrial Estate
Tai Pendre Brook Street
Tywyn
LL36 9LW
United Kingdom","Fri, 02/23/2024 - 08:36",Off,On,52.5882355,-4.0798087,01654 712761,,1,1,,"KEY Distributor, Premier Distributor",http://www.huwsgray.co.uk
1084,Huws Gray Warrington,/location/huws-gray-warrington,Gold,,Forrest Way,Gatewarth Industrial Estate,Warrington,WA5 1DF,United Kingdom,warrington@huwsgray.co.uk,,Off,"Forrest Way
Gatewarth Industrial Estate
Warrington
WA5 1DF
United Kingdom","Fri, 02/23/2024 - 09:11",Off,On,53.3817283,-2.6209353,01925 445 865,,,,,,http://www.huwsgray.co.uk
1085,Huws Gray Whitchurch,/location/huws-gray-whitchurch,Gold,,,Waymills,Whitchurch,SY13 1RT,United Kingdom,Whitchurch@huwsgray.co.uk,,Off,"Waymills
Whitchurch
SY13 1RT
United Kingdom","Fri, 02/23/2024 - 08:36",Off,On,52.9668722,-2.6693113,01948 258303,,1,,,KEY Distributor,
1086,Huws Gray Wigan,/location/huws-gray-wigan,Gold,,Huws Gray,Warrington Road,Wigan,WN3 4QJ,United Kingdom,wigan@huwsgray.co.uk,,Off,"Huws Gray
Warrington Road
Wigan
WN3 4QJ
United Kingdom","Fri, 02/23/2024 - 09:13",Off,On,53.5344098,-2.6168589,01942 242 344,,1,,,KEY Distributor,http://www.huwsgray.co.uk
1087,Huws Gray Winsford,/location/huws-gray-winsford,Gold,,Smoke Hall Lane,Smokehall Lane,Winsford,CW7 3BE,United Kingdom,winsford@huwsgray.co.uk,,Off,"Smoke Hall Lane
Smokehall Lane
Winsford
CW7 3BE
United Kingdom","Thu, 02/22/2024 - 17:59",Off,On,53.2098223,-2.506426,01606 557222,,1,,,KEY Distributor,http://www.huwsgray.co.uk
1088,Huws Gray Wrexham,/location/huws-gray-wrexham,Gold,,Croesfoel Industrial Estate,,Wrexham,LL14 4BJ,United Kingdom,wrexham@huwsgray.co.uk,,Off,"Croesfoel Industrial Estate
Wrexham
LL14 4BJ
United Kingdom","Thu, 02/22/2024 - 18:00",Off,On,53.0295616,-3.0310404,01978 264269,,1,,,KEY Distributor,http://www.huwsgray.co.uk
1089,Huws Gray Wrightinghton,/location/huws-gray-wrightinghton,Gold,,Mossy Lea,Mossy Lea Road,Wrightinghton,WN6 9RS,United Kingdom,ainscough@huwsgray.co.uk,,Off,"Mossy Lea
Mossy Lea Road
Wrightinghton
WN6 9RS
United Kingdom","Fri, 02/23/2024 - 09:27",Off,On,53.6076214,-2.7025597,01257 421000,,1,,,KEY Distributor,http://www.huwsgray.co.uk
1090,MGM Timber (Scotland) Dunfermline,/location/mgm-timber-(scotland)-dunfermline,Gold,,11,Dickson Street,Dunfermline,KY12 7SL,United Kingdom,Jonathon.Campbell@mgmtimber.com,,Off,"11
Dickson Street
Dunfermline
KY12 7SL
United Kingdom","Thu, 02/22/2024 - 17:24",Off,On,56.0627416,-3.4595192,01383 722031,,1,,,KEY Distributor,http://www.mgmtimber.co.uk/
1091,MGM Timber (Scotland) Perth,/location/mgm-timber-(scotland)-perth,Gold,,Ruthvenfield Road,Inveralmond Industrial Estate,Perth,PH1 3EE,United Kingdom,Chris.Harrison@mgmtimber.com,,Off,"Ruthvenfield Road
Inveralmond Industrial Estate
Perth
PH1 3EE
United Kingdom","Fri, 02/09/2024 - 09:09",Off,On,56.4173831,-3.4811472,01738 441 566,,1,1,,"KEY Distributor, Premier Distributor",https://www.mgmtimber.co.uk
1092,Open Habitat,/location/open-habitat,Gold,,Open Habitat,6-8 Peterborough Mews,London,SW6 3BL,United Kingdom,enquiries@openhabitat.co.uk,"We exist to give you the opportunity to live your life in a supremely flexible indoor/outdoor space. We offer unique options to create a sophisticated and luxury space at your property or commercial premises.
Our products focus on sophisticated functionality and beautiful outdoor living, whether that’s giving you the ability to adapt your environment to changing weather conditions with a retractable roof, or providing you with an unrivalled decking experience with premium resin composite materials.
It’s time to realise the breathtaking new possibilities for you and your outside space.",Display Center,"Open Habitat 
6-8 Peterborough Mews 
London
SW6 3BL
United Kingdom","Tue, 02/06/2024 - 15:35",Off,On,51.47237117,-0.19972645,0207 371 5525,,,,,Premier Distributor,https://openhabitat.co.uk/
1093,Champion Timber Ltd,/location/champion-timber-ltd,Platinum,,109-123 Southlands Road,Southlands Road,Bromley,BR2 9QX,United Kingdom,bromley@championtimber.com,"At Champion, we source our own timber, machine it ourselves and sell direct to you. By doing this, we control the quality and continuity of supply and offer the best quality at competitive prices.",Off,"109-123 Southlands Road
Southlands Road
Bromley
BR2 9QX
United Kingdom","Fri, 02/09/2024 - 09:09",Off,On,51.395339,0.035799,02084 606 655,,1,1,,"KEY Distributor, Premier Distributor",https://www.championtimber.com/branch-locator/bromley
1094,Covers Timber & Builders Merchants Aldershot,/location/covers-timber-builders-merchants-aldershot,Platinum,,Unit 6 Blackwater Park,Holder Road,Aldershot,GU12 4PQ,United Kingdom,sales.aldershot@covers.biz,,Off,"Unit 6 Blackwater Park
Holder Road
Aldershot
GU12 4PQ
United Kingdom","Fri, 02/23/2024 - 09:01",Off,On,51.2455469,-0.7373751,01252 320 554,01252 341 279,1,,,KEY Distributor,
1095,Covers Timber & Builders Merchants Brighton,/location/covers-timber-builders-merchants-brighton,Platinum,,Unit 1,Home Farm Business Centre,Brighton,BN1 9HU,United Kingdom,sales.brighton@covers.biz,,Off,"Unit 1
Home Farm Business Centre
Brighton
BN1 9HU
United Kingdom","Fri, 02/23/2024 - 09:15",Off,On,50.849091,-0.116388,01273 607 044,,1,,,KEY Distributor,
1096,Covers Timber & Builders Merchants Gosport,/location/covers-timber-builders-merchants-gosport,Platinum,,Gunners Way,Gunners Way,Gosport,PO12 4DW,United Kingdom,sales.gosport@covers.biz,,Off,"Gunners Way
Gunners Way
Gosport
PO12 4DW
United Kingdom","Fri, 02/23/2024 - 09:15",Off,On,50.8174785,-1.1495106,02392 604 400,,1,,,KEY Distributor,
1097,Covers Timber & Builders Merchants Horsham,/location/covers-timber-builders-merchants-horsham,Platinum,,Foundry Lane,Foundry Lane,Horsham,RH13 5PX,United Kingdom,sales.horsham@covers.biz,,Off,"Foundry Lane
Foundry Lane
Horsham
RH13 5PX
United Kingdom","Fri, 02/23/2024 - 09:15",Off,On,51.0712978,-0.3149404,01403 253 123,,1,,,KEY Distributor,
1098,Covers Timber & Builders Merchants Rudgwick,/location/covers-timber-builders-merchants-rudgwick,Platinum,,Brookside Rural Park,Church Street,Rudgwick,RH12 3AU,United Kingdom,sales.rudgwick@covers.biz,,Off,"Brookside Rural Park
Church Street
Rudgwick
RH12 3AU
United Kingdom","Fri, 02/23/2024 - 09:15",Off,On,51.1034733,-0.432526,01403 824 111,,1,,,KEY Distributor,
1099,Elliott Brothers Chandlers Ford,/location/elliott-brothers-chandlers-ford,Platinum,,Bournemouth Rd,,Chandlers Ford,SO53 3HF,United Kingdom,,,Off,"Bournemouth Rd
Chandlers Ford
SO53 3HF
United Kingdom","Fri, 02/23/2024 - 09:15",Off,On,50.9682803,-1.3993869,02380 255 322,,1,,,KEY Distributor,
1100,Elliott Brothers Fordingbridge,/location/elliott-brothers-fordingbridge,Platinum,,12,The Bartons,Fordingbridge,SP6 1HZ,United Kingdom,robert.bown@elliotts.uk,,Off,"12
The Bartons
Fordingbridge
SP6 1HZ
United Kingdom","Fri, 02/23/2024 - 08:28",Off,On,50.92914033,-1.790678889,01425 652 071,,1,,,KEY Distributor,
1101,JW Grant & Son Glasgow,/location/jw-grant-son-glasgow,Platinum,,1991,Maryhill Road,Glasgow,G20 0AA,United Kingdom,sales@jwgrant.co.uk,"John W Grant & Son Ltd is one of Scotlands largest independent builders’ merchant, with 4 branches across Central Scotland. We are the best place to go for Building and Trade supplies with branches in Paisley, Glasgow, Coatbridge and Kilmarnock.
We aim to be a ‘one stop shop’ for building, timber and landscaping supplies, and stock a wide range of products from the industry’s leading manufacturers - all at competitive prices.
We also specialise in the Self Build market and can offer our support and knowledge from the very start of your project to the final stage. We hold high levels of stock on-site to ensure both our customers in the building trade and the general public can get what they need, when they need it. We also offer a fast, reliable local delivery service to help your projects run smoothly.",Off,"1991
Maryhill Road
Glasgow
G20 0AA
United Kingdom","Thu, 02/22/2024 - 17:24",Off,On,55.897799,-4.30162,01419 450 278,,1,,,KEY Distributor,https://www.jwgrant.co.uk
1102,Kellaway Building Supplies,/location/kellaway-building-supplies,Platinum,,SWEB Estate,Romney Avenue,Lockleaze,BS7 9ST,United Kingdom,lockleaze@kellaway.co.uk,,Off,"SWEB Estate
Romney Avenue
Lockleaze
BS7 9ST
United Kingdom","Fri, 02/23/2024 - 08:54",Off,On,51.4837934,-2.5701278,0117 951 5352,,1,,,KEY Distributor,http://www.kellaway.co.uk
1103,Kellaway Building Supplies Bridgwater,/location/kellaway-building-supplies-bridgwater,Platinum,,Unit 1  Barhams Close,Wylds Road,Bridgwater,TA6 4DH,United Kingdom,bridgwater@kellaway.co.uk,"For both trade and DIY, Kellaway's knowledgeable and friendly staff are proud of their reputation for providing excellent service. At Kellaway Bridgwater, located just off Bristol Road, local builders and DIYers can expect to find a wealth of available products and friendly service from an experienced team.",Off,"Unit 1 Barhams Close
Wylds Road
Bridgwater
TA6 4DH
United Kingdom","Fri, 02/23/2024 - 08:26",Off,On,51.1366076,-2.9984683,01278 421222,,1,,,KEY Distributor,http://www.kellaway.co.uk
1104,Kellaway Building Supplies Fishponds,/location/kellaway-building-supplies-fishponds,Platinum,,99 Staple Hill Road,Fishponds,Bristol,BS16 5AD,United Kingdom,fishponds@kellaway.co.uk,,Off,"99 Staple Hill Road
Fishponds
Bristol
BS16 5AD
United Kingdom","Fri, 02/23/2024 - 08:54",Off,On,51.4816383,-2.5178977,0117 956 6643,,1,,,KEY Distributor,http://www.kellaway.co.uk
1105,Kellaway Building Supplies Horfield,/location/kellaway-building-supplies-horfield,Platinum,,176-180 Kellaway Avenue,Horfield,Bristol,BS6 7YL,United Kingdom,horfield@kellaway.co.uk,,Off,"176-180 Kellaway Avenue
Horfield
Bristol
BS6 7YL
United Kingdom","Fri, 02/23/2024 - 08:54",Off,On,51.4855389,-2.5953634,0117 924 5448,,1,,,KEY Distributor,http://www.kellaway.co.uk
1106,Kellaway Building Supplies Nailsea,/location/kellaway-building-supplies-nailsea,Platinum,,West End Trading Estate,Blackfriars Road,Nailsea,BS48 4DJ,United Kingdom,nailsea@kellaway.co.uk,,Off,"West End Trading Estate
Blackfriars Road
Nailsea
BS48 4DJ
United Kingdom","Fri, 02/23/2024 - 08:54",Off,On,51.4263183,-2.7790736,01275 851777,,1,,,KEY Distributor,http://www.kellaway.co.uk
1107,Kellaway Building Supplies Swindon,/location/kellaway-building-supplies-swindon,Platinum,,4 Larch Close,Off Kembrey Street,Swindon,SN2 8YS,United Kingdom,swindon@kellaway.co.uk,,Off,"4 Larch Close
Off Kembrey Street
Swindon
SN2 8YS
United Kingdom","Thu, 02/22/2024 - 18:22",Off,On,51.5786294,-1.7734571,01793 500210,,1,,,KEY Distributor,http://www.kellaway.co.uk
1108,McMahons Builders Providers Dunmanway,/location/mcmahons-builders-providers-dunmanway,Platinum,,Park Road,Dunmanway,Co. Cork,P47 F991,Ireland,rhanly@jmcmahon.com,,Off,"Park Road
Dunmanway
Co. Cork
P47 F991
Ireland","Fri, 02/23/2024 - 09:04",Off,On,51.9022624,-8.4497381,021 - 4501341,,,,,,https://www.mcmahons.ie
1109,Sydenhams Builders Merchant Cheltenham,/location/sydenhams-builders-merchant-cheltenham,Platinum,,Sydenhams Builders Merchant Cheltenham,"Jupiter Court, Meteor Business Park",Gloucester,GL2 9QL,United Kingdom,sales.cheltenham@sydenhams.co.uk,,Off,"Sydenhams Builders Merchant Cheltenham
Jupiter Court, Meteor Business Park
128 Cheltenham Rd E
Gloucester
GL2 9QL
United Kingdom","Fri, 03/01/2024 - 10:28",On,On,51.89576382,-2.06296845,01452 712108,,1,,,KEY Distributor,https://www.sydenhams.co.uk/
1110,Sydenhams Devizes,/location/sydenhams-devizes,Platinum,,Hopton Industrial Estate,London Road,Devizes,SN10 2EU,United Kingdom,sales.devizes@sydenhams.co.uk,"Established in 1874 in Poole, Dorset - Sydenhams are able to supply you with all you need for your Building or DIY project.",Off,"Hopton Industrial Estate
London Road
Devizes
SN10 2EU
United Kingdom","Fri, 02/23/2024 - 08:26",Off,Off,51.3661143,-1.9724866,01380 720888,,,,,,https://www.sydenhams.co.uk/
1111,Sydenhams Poole,/location/sydenhams-poole,Platinum,,Hamworthy Wharf,Blandford Road,Poole,BH15 4BA,United Kingdom,shaun.woolmington@sydenhams.co.uk,,Off,"Hamworthy Wharf
Blandford Road
Poole
BH15 4BA
United Kingdom","Fri, 02/23/2024 - 08:41",On,On,50.711679,-1.995203,01202 673646,,1,1,,"KEY Distributor, Premier Distributor",
1112,Sydenhams Tidworth,/location/sydenhams-tidworth,Platinum,,22,Station Road,Tidworth,SP9 7NR,United Kingdom,sales.tidworth@sydenhams.co.uk,"Established in 1874 in Poole, Dorset - Sydenhams are able to supply you with all you need for your Building or DIY project.",Off,"22
Station Road
Tidworth
SP9 7NR
United Kingdom","Thu, 02/22/2024 - 18:22",Off,On,51.23455779,-1.660739614,01980 833090,,1,1,,"KEY Distributor, Premier Distributor",https://www.sydenhams.co.uk/
1113,Sydenhams Timber Centre,/location/sydenhams-timber-centre,Platinum,,Sydenhams Timber Centre,Porchestall Drove,Glastonbury,BA6 9LX,United Kingdom,sales.glastonbury@sydenhams.co.uk,,Off,"Sydenhams Timber Centre
Porchestall Drove
Glastonbury
BA6 9LX
United Kingdom","Wed, 02/28/2024 - 20:34",On,On,51.14631027,-2.731404752,01458 836400,,,1,,Premier Distributor,https://www.sydenhams.co.uk/
1114,Huws Gray Ltd,/location/huws-gray-ltd-13,Platinum,,Station Road,Fallowfield,Leebotwood,SY6 6NF,United Kingdom,leebotwood@huwsgray.co.uk,,Off,"Station Road
Fallowfield
Leebotwood
SY6 6NF
United Kingdom","Thu, 02/22/2024 - 18:06",Off,On,52.5848163,-2.7779793,01694 751444,,1,,,KEY Distributor,http://www.huwsgray.co.uk
1115,Huws Gray Ltd,/location/huws-gray-ltd-14,Platinum,,Holywell Road,A548,Flint,CH6 5RR,United Kingdom,flint@huwsgray.co.uk,,Off,"Holywell Road
A548
Flint
CH6 5RR
United Kingdom","Thu, 02/22/2024 - 17:58",Off,On,53.2580422,-3.1491834,01352 732131,,1,,,KEY Distributor,http://www.huwsgray.co.uk
1116,Huws Gray Mochdre,/location/huws-gray-mochdre,Platinum,,Unit 10  Mochdre Commerce Park,Conway Road,Mochdre,LL28 5HX,United Kingdom,colwynbay@huwsgray.co.uk,,Off,"Unit 10 Mochdre Commerce Park
Conway Road
Mochdre
LL28 5HX
United Kingdom","Thu, 02/22/2024 - 18:00",Off,On,53.2870752,-3.7704836,01492 545794,,1,,,KEY Distributor,http://www.huwsgray.co.uk
1117,Huws Gray Stafford,/location/huws-gray-stafford,Platinum,,Unit 11  Brindley Close Tollgate Industrial Estate,Brindley Close,Stafford,ST16 3SU,United Kingdom,stafford@huwsgray.co.uk,,Off,"Unit 11 Brindley Close Tollgate Industrial Estate
Brindley Close
Stafford
ST16 3SU
United Kingdom","Thu, 02/22/2024 - 18:06",Off,On,52.8291697,-2.1099065,01785 227766,,1,,,KEY Distributor,http://www.huwsgray.co.uk
1118,Kebur Garden Materials,/location/kebur-garden-materials,Platinum,,Kebur Garden Materials,2 Lynchford Lane,Farnborough,GU14 6JD,United Kingdom,sales@kebur.co.uk,,Off,"Kebur Garden Materials
2 Lynchford Lane
Farnborough
GU14 6JD
United Kingdom","Wed, 02/28/2024 - 21:00",Off,On,51.27621857,-0.7335384,01252 517571,,,1,,Premier Distributor,https://www.kebur.co.uk/
1119,Huws Gray Wellingborough,/location/huws-gray-wellingborough,Platinum,,Turnells Mill Lane,Turnells Mill Lane,Northampton,NN8 2RN,United Kingdom,shaun.davis@higgins.uk.com,"An independent, family-run building supplier, Higgins been supplying high-quality materials and tools for over 150 years.",Display Center,"Turnells Mill Lane
Turnells Mill Lane
Northampton
NN8 2RN
United Kingdom",,Off,On,52.2884114,-0.6891606,1933224864,,1,1,,"KEY Distributor, Premier Distributor",
1120,Haldane Fisher Ballymena,/location/haldane-fisher-ballymena,Silver,,42 Douglas Terrace,Paradise Avenue,Ballymena,BT42 3AP,United Kingdom,carl.toman@Haldane-fisher.com,,Off,"42 Douglas Terrace
Paradise Avenue
Ballymena
BT42 3AP
United Kingdom","Fri, 02/23/2024 - 09:08",Off,On,54.8582606,-6.2748227,028 2564 8116,,1,,,KEY Distributor,https://www.haldane-fisher.com/
1121,Haldane Fisher Belfast (Balmoral),/location/haldane-fisher-belfast-(balmoral),Silver,,10,Balmoral Road,Belfast,BT12 6QA,United Kingdom,jim.laughlin@haldane-fisher.com,,Off,"10
Balmoral Road
Belfast
BT12 6QA
United Kingdom","Fri, 02/23/2024 - 09:04",Off,On,54.57357833,-5.961223835,2895005531,2890225000,1,,,KEY Distributor,https://www.haldane-fisher.com/
1122,Haldane Fisher Coleraine,/location/haldane-fisher-coleraine,Silver,,Cloyfin Road,Cloyfin Road,Coleraine,BT52 2RA,United Kingdom,david.brown@haldane-fisher.com,,Off,"Cloyfin Road
Cloyfin Road
Coleraine
BT52 2RA
United Kingdom","Fri, 02/23/2024 - 09:08",Off,On,55.142203,-6.6555214,028 7035 4911,,1,,,KEY Distributor,https://www.haldane-fisher.com/
1123,Haldane Fisher Garstang,/location/haldane-fisher-garstang,Silver,,,Garstang Road,Claughton-on-Brock,PR3 0PH,United Kingdom,salesgarstang@haldane-fisher.com,,Off,"Garstang Road
Claughton-on-Brock
PR3 0PH
United Kingdom","Thu, 02/22/2024 - 18:13",Off,On,53.875596,-2.7598776,01995 640 566,,1,,,KEY Distributor,https://www.haldane-fisher.com/
1124,Haldane Fisher Heckmondwike,/location/haldane-fisher-heckmondwike,Silver,,,26 Wormald Street,Heckmondwike,WF15 6BE,United Kingdom,nmillar@haldane-fisher.com,,Off,"26 Wormald Street
Heckmondwike
WF15 6BE
United Kingdom","Thu, 02/22/2024 - 18:13",Off,On,53.7085206,-1.6831915,01924 402 376,,1,,,KEY Distributor,https://www.haldane-fisher.com/
1125,Haldane Fisher Isle of Man Douglas,/location/haldane-fisher-isle-of-man-douglas,Silver,,Isle of Man Business Park,Barley Field Road,Douglas,IM2 2QY,United Kingdom,sgrant@haldane-fisher.im,,Off,"Isle of Man Business Park
Barley Field Road
Douglas
IM2 2QY
United Kingdom","Fri, 02/23/2024 - 09:30",Off,On,54.1521167,-4.5305525,01624 639 807,,1,,,KEY Distributor,https://www.haldane-fisher.com/
1126,Haldane Fisher Larne,/location/haldane-fisher-larne,Silver,,"Unit 3, Port of Larne Business Park",Redlands Lane,Larne,BT40 1FD,United Kingdom,Stephen.morrow@haldane-fisher.com,,Off,"Unit 3, Port of Larne Business Park
Redlands Lane
Larne
BT40 1FD
United Kingdom","Fri, 02/23/2024 - 09:03",Off,On,54.8445338,-5.8020204,028 2826 1569,,1,,,KEY Distributor,https://www.haldane-fisher.com/
1127,Allen & Orr,/location/allen-orr,Ungraded,,,Union Walk,Saltergate,S40 4SA,United Kingdom,craig@allen-orr.co.uk,,Off,"Union Walk
Saltergate
S40 4SA
United Kingdom","Thu, 02/22/2024 - 17:41",Off,On,53.2374511,-1.4292781,01246 232 859,,,,,,
1128,Bence Building Supplies Bourton,/location/bence-building-supplies-bourton,Ungraded,,Units 1-2 The Grafers,Fosseway,Lower Slaughter,GL54 2EY,United Kingdom,bourtonsales@bence.co.uk,,Off,"Units 1-2 The Grafers
Fosseway
Lower Slaughter
GL54 2EY
United Kingdom","Fri, 02/23/2024 - 08:24",Off,On,51.9002336,-1.7495297,01451 414000,,,,,KEY Distributor,https://www.bencebourton.co.uk/
1129,Blanchard Building Supplies,/location/blanchard-building-supplies,Ungraded,,Blanchard Building Supplies,Newtown Road,St Anne,GY9 3BH,United Kingdom,sales@blanchard-ald.com,,Off,"Blanchard Building Supplies
Newtown Road
St Anne
GY9 3BH
United Kingdom","Fri, 02/23/2024 - 08:25",Off,On,49.7185939,-2.1988561,01481 822722,,,,,,
